param,name,side
p_100012_1_,maxDuration,0
p_104055_1_,force,1
p_110162_1_,entityIn,2
p_110162_2_,sendAttachNotification,2
p_110304_0_,resourceLocationIn,0
p_110304_1_,username,0
p_110311_0_,username,0
p_110577_1_,resource,0
p_110668_4_,worldIn,2
p_110669_8_,worldIn,2
p_110671_2_,worldIn,2
p_110813_1_,targetEntity,0
p_111092_1_,worldIn,2
p_111098_1_,worldIn,2
p_111145_1_,id,2
p_111206_0_,id,2
p_111207_1_,stack,2
p_111207_2_,playerIn,2
p_111207_3_,target,2
p_111229_1_,types,2
p_111270_1_,other,2
p_111282_1_,playerIn,2
p_111282_2_,entityIn,2
p_120016_0_,serverIn,1
p_130002_1_,playerIn,2
p_142053_1_,input,2
p_142054_1_,other,2
p_143006_1_,idleTimeout,2
p_143009_1_,worldIn,2
p_143020_1_,worldIn,2
p_143027_1_,worldIn,2
p_143032_1_,worldIn,2
p_143035_1_,worldIn,2
p_145747_1_,message,2
p_145755_1_,worldIn,2
p_145769_1_,id,2
p_145770_1_,x,0
p_145770_3_,y,0
p_145770_5_,z,0
p_145771_1_,x,2
p_145771_3_,y,2
p_145771_5_,z,2
p_145778_1_,itemIn,2
p_145778_2_,size,2
p_145779_1_,itemIn,2
p_145779_2_,size,2
p_145797_1_,owner,2
p_145799_1_,thrower,2
p_145826_0_,cl,2
p_145826_1_,id,2
p_145827_0_,nbt,2
p_145828_1_,reportCategory,2
p_145834_1_,worldIn,2
p_145839_1_,compound,2
p_145841_1_,compound,2
p_145842_1_,id,2
p_145842_2_,type,2
p_145857_1_,recordStack,2
p_145886_1_,customNameIn,2
p_145893_0_,worldIn,2
p_145894_0_,stack1,2
p_145894_1_,stack2,2
p_145896_1_,ticks,2
p_145897_0_,worldIn,2
p_145903_1_,rotation,2
p_146029_1_,itemIn,2
p_146031_1_,chestTileEntity,2
p_146110_0_,x,0
p_146110_1_,y,0
p_146110_2_,u,0
p_146110_3_,v,0
p_146110_4_,width,0
p_146110_5_,height,0
p_146110_6_,textureWidth,0
p_146110_7_,textureHeight,0
p_146111_1_,mouseX,0
p_146111_2_,mouseY,0
p_146112_1_,mc,0
p_146112_2_,mouseX,0
p_146112_3_,mouseY,0
p_146113_1_,soundHandlerIn,0
p_146114_1_,mouseOver,0
p_146116_1_,mc,0
p_146116_2_,mouseX,0
p_146116_3_,mouseY,0
p_146118_1_,mouseX,0
p_146118_2_,mouseY,0
p_146119_1_,mc,0
p_146119_2_,mouseX,0
p_146119_3_,mouseY,0
p_146159_1_,mc,0
p_146159_2_,mouseX,0
p_146159_3_,mouseY,0
p_146160_1_,mcIn,0
p_146270_1_,tint,0
p_146273_1_,mouseX,0
p_146273_2_,mouseY,0
p_146273_3_,clickedMouseButton,0
p_146273_4_,timeSinceLastClick,0
p_146275_0_,copyText,0
p_146278_1_,tint,0
p_146279_1_,tabName,0
p_146279_2_,mouseX,0
p_146279_3_,mouseY,0
p_146280_1_,mc,0
p_146280_2_,width,0
p_146280_3_,height,0
p_146283_1_,textLines,0
p_146283_2_,x,0
p_146283_3_,y,0
p_146284_1_,button,0
p_146285_1_,itemIn,0
p_146285_2_,x,0
p_146285_3_,y,0
p_146286_1_,mouseX,0
p_146286_2_,mouseY,0
p_146286_3_,state,0
p_146367_1_,ip,0
p_146367_2_,port,0
p_146790_1_,index,0
p_146791_1_,server,0
p_146975_1_,x,0
p_146975_2_,y,0
p_146976_1_,partialTicks,0
p_146976_2_,mouseX,0
p_146976_3_,mouseY,0
p_146977_1_,slotIn,0
p_146978_1_,left,0
p_146978_2_,top,0
p_146978_3_,right,0
p_146978_4_,bottom,0
p_146978_5_,pointX,0
p_146978_6_,pointY,0
p_146979_1_,mouseX,0
p_146979_2_,mouseY,0
p_146981_1_,slotIn,0
p_146981_2_,mouseX,0
p_146981_3_,mouseY,0
p_146982_1_,stack,0
p_146982_2_,x,0
p_146982_3_,y,0
p_146982_4_,altText,0
p_146983_1_,keyCode,0
p_146984_1_,slotIn,0
p_146984_2_,slotId,0
p_146984_3_,clickedButton,0
p_146984_4_,clickType,0
p_147108_1_,guiScreenIn,0
p_147115_1_,leftClick,0
p_147138_1_,response,2
p_147139_1_,difficulty,2
p_147176_0_,sender,2
p_147176_1_,args,2
p_147176_2_,index,2
p_147178_0_,sender,2
p_147178_1_,args,2
p_147179_0_,sender,2
p_147179_1_,id,2
p_147180_0_,sender,2
p_147180_1_,id,2
p_147183_1_,name,2
p_147189_1_,name,2
p_147189_2_,edit,2
p_147193_1_,sender,2
p_147193_2_,args,2
p_147193_3_,index,2
p_147224_1_,server,0
p_147225_1_,server,0
p_147231_1_,reason,2
p_147234_1_,packetIn,2
p_147235_1_,packetIn,2
p_147236_1_,packetIn,2
p_147237_1_,packetIn,2
p_147238_1_,packetIn,2
p_147239_1_,packetIn,2
p_147240_1_,packetIn,2
p_147241_1_,packetIn,2
p_147242_1_,packetIn,2
p_147243_1_,packetIn,2
p_147244_1_,packetIn,2
p_147245_1_,packetIn,2
p_147246_1_,packetIn,2
p_147247_1_,packetIn,2
p_147248_1_,packetIn,2
p_147249_1_,packetIn,2
p_147250_1_,packetIn,2
p_147251_1_,packetIn,2
p_147252_1_,packetIn,2
p_147253_1_,packetIn,2
p_147254_1_,packetIn,2
p_147255_1_,packetIn,2
p_147256_1_,packetIn,2
p_147257_1_,packetIn,2
p_147258_1_,packetIn,2
p_147259_1_,packetIn,2
p_147260_1_,packetIn,2
p_147261_1_,packetIn,2
p_147262_1_,packetIn,2
p_147263_1_,packetIn,2
p_147264_1_,packetIn,2
p_147265_1_,packetIn,2
p_147266_1_,packetIn,2
p_147267_1_,packetIn,2
p_147268_1_,packetIn,2
p_147269_1_,packetIn,2
p_147270_1_,packetIn,2
p_147271_1_,packetIn,2
p_147272_1_,packetIn,2
p_147273_1_,packetIn,2
p_147274_1_,packetIn,2
p_147275_1_,packetIn,2
p_147276_1_,packetIn,2
p_147277_1_,packetIn,2
p_147278_1_,packetIn,2
p_147279_1_,packetIn,2
p_147280_1_,packetIn,2
p_147281_1_,packetIn,2
p_147282_1_,packetIn,2
p_147283_1_,packetIn,2
p_147284_1_,packetIn,2
p_147285_1_,packetIn,2
p_147286_1_,packetIn,2
p_147287_1_,packetIn,2
p_147288_1_,packetIn,2
p_147289_1_,packetIn,2
p_147290_1_,packetIn,2
p_147291_1_,packetIn,2
p_147292_1_,packetIn,2
p_147293_1_,packetIn,2
p_147294_1_,packetIn,2
p_147295_1_,packetIn,2
p_147311_1_,packetIn,2
p_147312_1_,packetIn,2
p_147315_1_,packetIn,2
p_147316_1_,packetIn,2
p_147322_1_,reason,2
p_147338_1_,packetIn,2
p_147339_1_,packetIn,2
p_147340_1_,packetIn,2
p_147341_1_,packetIn,2
p_147342_1_,packetIn,2
p_147343_1_,packetIn,2
p_147344_1_,packetIn,2
p_147345_1_,packetIn,2
p_147346_1_,packetIn,2
p_147347_1_,packetIn,2
p_147348_1_,packetIn,2
p_147349_1_,packetIn,2
p_147351_1_,packetIn,2
p_147352_1_,packetIn,2
p_147353_1_,packetIn,2
p_147354_1_,packetIn,2
p_147355_1_,packetIn,2
p_147356_1_,packetIn,2
p_147357_1_,packetIn,2
p_147358_1_,packetIn,2
p_147359_1_,packetIn,2
p_147360_1_,reason,2
p_147361_1_,command,2
p_147364_1_,x,2
p_147364_3_,y,2
p_147364_5_,z,2
p_147364_7_,yaw,2
p_147364_8_,pitch,2
p_147383_1_,packetIn,2
p_147388_1_,packetIn,2
p_147389_1_,packetIn,2
p_147390_1_,packetIn,2
p_147397_1_,packetIn,2
p_147398_1_,packetIn,2
p_147407_1_,icon,0
p_147448_1_,tileEntityCollection,2
p_147457_1_,tileEntityIn,2
p_147458_1_,x1,2
p_147458_2_,y1,2
p_147458_3_,z1,2
p_147458_4_,x2,2
p_147458_5_,y2,2
p_147458_6_,z2,2
p_147543_1_,worldIn,0
p_147585_1_,x1,2
p_147585_2_,y1,2
p_147585_3_,z1,2
p_147585_4_,x2,2
p_147585_5_,y2,2
p_147585_6_,z2,2
p_147673_0_,soundResource,0
p_147674_0_,soundResource,0
p_147674_1_,pitch,0
p_147675_0_,soundResource,0
p_147675_1_,xPosition,0
p_147675_2_,yPosition,0
p_147675_3_,zPosition,0
p_147684_2_,volume,0
p_148054_1_,manager,0
p_148056_1_,manager,0
p_148057_0_,resourceManager,0
p_148057_1_,type,0
p_148057_2_,filename,0
p_148075_1_,manager,0
p_148131_1_,slotIndex,0
p_148144_1_,slotIndex,0
p_148144_2_,isDoubleClick,0
p_148144_3_,mouseX,0
p_148144_4_,mouseY,0
p_148182_1_,mcIn,0
p_148277_1_,slotIndex,0
p_148277_2_,x,0
p_148277_3_,y,0
p_148277_4_,mouseEvent,0
p_148277_5_,relativeX,0
p_148277_6_,relativeY,0
p_148537_1_,packetIn,2
p_148537_2_,dimension,2
p_148539_1_,component,2
p_148540_1_,packetIn,2
p_148541_1_,x,2
p_148541_10_,packetIn,2
p_148541_3_,y,2
p_148541_5_,z,2
p_148541_7_,radius,2
p_148541_9_,dimension,2
p_148542_1_,address,2
p_148542_2_,profile,2
p_148543_10_,dimension,2
p_148543_2_,x,2
p_148543_4_,y,2
p_148543_6_,z,2
p_148543_8_,radius,2
p_148544_1_,component,2
p_148544_2_,isChat,2
p_148545_1_,profile,2
p_148745_1_,value,2
p_148746_1_,key,2
p_148746_2_,value,2
p_148747_1_,key,2
p_148833_1_,handler,2
p_148837_1_,data,2
p_148840_1_,data,2
p_149065_1_,worldIn,0
p_149091_1_,worldIn,0
p_149102_1_,isFlying,2
p_149104_1_,flySpeedIn,2
p_149108_1_,isInvulnerable,2
p_149109_1_,isAllowFlying,2
p_149110_1_,walkSpeedIn,2
p_149111_1_,isCreativeMode,2
p_149161_1_,worldIn,0
p_149300_1_,key,2
p_149381_1_,worldIn,0
p_149483_1_,isFlying,2
p_149485_1_,flySpeedIn,2
p_149490_1_,isInvulnerable,2
p_149491_1_,isAllowFlying,2
p_149492_1_,walkSpeedIn,2
p_149493_1_,isCreativeMode,2
p_149564_1_,worldIn,2
p_149634_0_,itemIn,2
p_149638_1_,exploder,2
p_149647_1_,tab,2
p_149654_1_,point,2
p_149659_1_,explosionIn,2
p_149661_1_,point,2
p_149663_1_,name,2
p_149666_1_,itemIn,0
p_149666_2_,tab,0
p_149666_3_,list,0
p_149667_1_,other,2
p_149672_1_,sound,2
p_149675_1_,shouldTick,2
p_149676_1_,minX,2
p_149676_2_,minY,2
p_149676_3_,minZ,2
p_149676_4_,maxX,2
p_149676_5_,maxY,2
p_149676_6_,maxZ,2
p_149679_1_,fortune,2
p_149679_2_,random,2
p_149680_0_,blockIn,2
p_149680_1_,other,2
p_149682_0_,blockIn,2
p_149684_0_,name,2
p_149687_1_,point,2
p_149711_1_,hardness,2
p_149713_1_,opacity,2
p_149715_1_,value,2
p_149729_0_,id,2
p_149738_1_,worldIn,2
p_149745_1_,random,2
p_149752_1_,resistance,2
p_149829_1_,fallingEntity,2
p_149854_1_,ground,2
p_149915_1_,worldIn,2
p_149915_2_,meta,2
p_149937_0_,meta,2
p_149939_0_,coords,2
p_150089_1_,meta,2
p_150209_1_,event,2
p_150217_1_,italic,2
p_150221_1_,parent,2
p_150225_1_,strikethrough,2
p_150228_1_,underlined,2
p_150237_1_,obfuscated,2
p_150238_1_,color,2
p_150241_1_,event,2
p_150255_1_,style,2
p_150257_1_,component,2
p_150258_1_,text,2
p_150262_0_,components,2
p_150269_1_,format,2
p_150272_1_,index,2
p_150284_0_,id,2
p_150295_1_,key,2
p_150295_2_,type,2
p_150297_1_,key,2
p_150297_2_,type,2
p_150298_0_,name,2
p_150298_1_,data,2
p_150298_2_,output,2
p_150299_1_,key,2
p_150304_1_,idx,2
p_150304_2_,nbt,2
p_150305_1_,i,2
p_150306_1_,i,2
p_150307_1_,i,2
p_150308_1_,i,2
p_150309_1_,i,2
p_150503_1_,ctx,2
p_150503_2_,buffer,2
p_150526_1_,worldIn,2
p_150541_1_,worldIn,2
p_150695_1_,style,2
p_150695_2_,object,2
p_150695_3_,ctx,2
p_150696_0_,component,2
p_150699_0_,json,2
p_150718_1_,message,2
p_150719_1_,handler,2
p_150723_1_,newState,2
p_150727_1_,key,2
p_150732_1_,inPacket,2
p_150732_2_,futureListeners,2
p_150752_0_,packetIn,2
p_150760_0_,stateId,2
p_150786_1_,nbt,2
p_150787_1_,input,2
p_150788_1_,stack,2
p_150789_1_,maxLength,2
p_150790_0_,input,2
p_150810_1_,x,2
p_150810_2_,y,2
p_150810_3_,z,2
p_150813_1_,tileEntityIn,2
p_150819_1_,x,2
p_150819_2_,y,2
p_150819_3_,z,2
p_150891_0_,itemIn,2
p_150892_1_,stack,2
p_150893_1_,stack,2
p_150895_1_,itemIn,0
p_150895_2_,tab,0
p_150895_3_,subItems,0
p_150896_1_,stack,2
p_150897_1_,blockIn,2
p_150898_0_,blockIn,2
p_150899_0_,id,2
p_150905_1_,itemStackIn,2
p_150906_1_,itemStackIn,2
p_150911_2_,worldIn,2
p_150912_1_,worldIn,0
p_151225_0_,url,2
p_151225_1_,content,2
p_151225_2_,skipLoggingErrors,2
p_151226_0_,url,2
p_151226_1_,data,2
p_151226_2_,skipLoggingErrors,2
p_151255_1_,string,2
p_151256_1_,ctx,2
p_151256_2_,data,2
p_151265_1_,address,2
p_151265_2_,port,2
p_151315_1_,motd,2
p_151319_1_,countData,2
p_151320_1_,faviconBlob,2
p_151321_1_,protocolVersionData,2
p_151330_1_,playersIn,2
p_151462_1_,keyCode,0
p_151507_0_,objectsList,2
p_151507_1_,buffer,2
p_151508_0_,buffer,2
p_151509_1_,buffer,2
p_151510_0_,buffer,2
p_151510_1_,object,2
p_151616_0_,biomeIDA,2
p_151616_1_,biomeIDB,2
p_152106_1_,playerProfile,2
p_152107_1_,type,2
p_152125_0_,x,0
p_152125_1_,y,0
p_152125_2_,u,0
p_152125_3_,v,0
p_152125_4_,uWidth,0
p_152125_5_,vHeight,0
p_152125_6_,width,0
p_152125_7_,height,0
p_152125_8_,tileWidth,0
p_152125_9_,tileHeight,0
p_152340_1_,imageStream,0
p_152343_1_,callableToSchedule,0
p_152344_1_,runnableToSchedule,2
p_152361_1_,configManager,2
p_152372_1_,sender,2
p_152372_2_,command,2
p_152372_4_,msgFormat,2
p_152372_5_,msgParams,2
p_152373_0_,sender,2
p_152373_1_,command,2
p_152373_2_,msgFormat,2
p_152373_3_,msgParams,2
p_152374_0_,sender,2
p_152374_1_,command,2
p_152374_3_,msgFormat,2
p_152374_4_,msgParams,2
p_152378_1_,uuid,2
p_152446_1_,input,2
p_152446_2_,depth,2
p_152446_3_,sizeTracker,2
p_152447_0_,input,2
p_152447_1_,sizeTracker,2
p_152448_0_,input,2
p_152448_1_,sizeTracker,2
p_152449_0_,id,2
p_152449_1_,key,2
p_152449_2_,input,2
p_152449_3_,depth,2
p_152449_4_,sizeTracker,2
p_152450_1_,bits,2
p_152459_0_,compound,2
p_152506_1_,original,2
p_152583_1_,serverDataIn,0
p_152584_1_,mode,0
p_152596_1_,profile,2
p_152597_1_,profile,2
p_152601_1_,profile,2
p_152602_1_,playerIn,2
p_152605_1_,profile,2
p_152607_1_,profile,2
p_152610_1_,profile,2
p_152611_1_,distance,2
p_152612_1_,username,2
p_152641_1_,data,2
p_152681_1_,obj,2
p_152682_1_,entryData,2
p_152683_1_,obj,2
p_152686_1_,state,2
p_152687_1_,entry,2
p_152692_1_,entry,2
p_152701_1_,profile,2
p_152702_1_,profile,2
p_152703_1_,username,2
p_152707_1_,address,2
p_152708_1_,address,2
p_152709_1_,address,2
p_152710_0_,server,1
p_152711_0_,dir,1
p_152712_0_,properties,1
p_152713_0_,input,1
p_152713_1_,defaultValue,1
p_152714_0_,properties,1
p_152715_0_,properties,1
p_152717_0_,server,2
p_152717_1_,names,2
p_152717_2_,callback,2
p_152718_0_,server,1
p_152721_0_,inFile,1
p_152721_1_,read,1
p_152722_0_,server,1
p_152723_0_,server,1
p_152724_0_,server,1
p_152725_0_,properties,1
p_152727_0_,convertedFile,1
p_152754_0_,base,0
p_152754_1_,key,0
p_152755_0_,url,0
p_154347_1_,inFile,1
p_174816_2_,worldIn,2
p_174862_0_,worldIn,2
p_174863_0_,worldIn,2
p_174867_1_,ticks,2
p_174876_1_,playerInventory,2
p_174876_2_,playerIn,2
p_174878_1_,posIn,2
p_174884_0_,input,2
p_174885_1_,id,2
p_174885_2_,value,2
p_174886_1_,playerIn,2
p_174887_1_,id,2
p_174889_1_,playerIn,2
p_174892_1_,code,2
p_174959_1_,pos,2
p_174960_1_,pos,2
p_175108_1_,worldIn,2
p_175111_0_,stack,2
p_175237_1_,scaledResolutionIn,0
p_175273_1_,mcIn,0
p_175447_1_,worldIn,2
p_175576_1_,uuid,2
p_175579_1_,worldIn,2
p_175579_2_,pos,2
p_175579_3_,playerIn,2
p_175584_1_,worldNameIn,2
p_175584_2_,saveHandlerIn,2
p_175586_1_,callable,2
p_175623_1_,pos,2
p_175625_1_,pos,2
p_175627_1_,pos,2
p_175627_2_,direction,2
p_175640_1_,pos,2
p_175641_1_,pos,2
p_175641_2_,blockIn,2
p_175641_3_,eventID,2
p_175641_4_,eventParam,2
p_175642_1_,type,2
p_175642_2_,pos,2
p_175645_1_,pos,2
p_175648_2_,radius,2
p_175649_1_,pos,2
p_175650_1_,entityCollection,2
p_175651_1_,pos,2
p_175651_2_,facing,2
p_175653_1_,type,2
p_175653_2_,pos,2
p_175653_3_,lightValue,2
p_175655_1_,pos,2
p_175655_2_,dropBlock,2
p_175656_1_,pos,2
p_175656_2_,state,2
p_175666_1_,pos,2
p_175666_2_,blockIn,2
p_175667_1_,pos,2
p_175668_1_,pos,2
p_175671_1_,pos,2
p_175676_1_,pos,2
p_175678_1_,pos,2
p_175679_1_,pos,2
p_175680_1_,x,2
p_175680_2_,z,2
p_175680_3_,allowEmpty,2
p_175681_1_,entityCollection,2
p_175684_1_,pos,2
p_175684_2_,blockIn,2
p_175684_3_,delay,2
p_175685_1_,pos,2
p_175685_2_,blockType,2
p_175689_1_,pos,2
p_175691_1_,pos,2
p_175691_2_,blockType,2
p_175692_1_,newSkylightSubtracted,2
p_175695_1_,pos,2
p_175695_2_,blockType,2
p_175695_3_,skipSide,2
p_175697_2_,radius,2
p_175698_1_,pos,2
p_175699_1_,pos,2
p_175700_1_,tile,2
p_175701_1_,pos,2
p_175702_1_,lastLightningBoltIn,2
p_175703_1_,pos,2
p_175704_1_,rangeMin,2
p_175704_2_,rangeMax,2
p_175705_1_,type,0
p_175710_1_,pos,2
p_175713_1_,pos,2
p_175715_1_,breakerId,2
p_175715_2_,pos,2
p_175715_3_,progress,2
p_175721_1_,pos,2
p_175721_2_,checkNeighbors,2
p_175722_1_,pos,2
p_175722_2_,blockType,2
p_175724_1_,pos,2
p_175726_1_,pos,2
p_175733_1_,uuid,2
p_175750_0_,category,2
p_175750_1_,pos,2
p_175750_2_,state,2
p_175755_0_,input,2
p_175756_0_,input,2
p_175756_1_,min,2
